ssr,0,single_stroke_roll
ss4,0,single_stroke_four
ss7,0,single_stroke_seven
3sr,0,triple_stroke_roll
5sr,0,five_stroke_roll
6sr,0,six_stroke_roll
7sr,0,seven_stroke_roll
9sr,0,nine_stroke_roll
10sr,0,ten_stroke_roll
11sr,0,eleven_stroke_roll
13sr,0,thirteen_stroke_roll
15sr,0,fifteen_stroke_roll
17sr,0,seventeen_stroke_roll
spd,0,single_paradiddle
dpd,0,double_paradiddle
tpd,0,triple_paradiddle
spdd,0,single_paradiddle_diddle
